timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1781271312369,25,POST /api/auth/login,429,Too Many Requests,Load Generator 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,4,4,http://localhost:3000/api/auth/login,25,0,19
1781271313484,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,7,7,http://localhost:3000/api/auth/login,2,0,1
1781271313529,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,7,7,http://localhost:3000/api/auth/login,2,0,1
1781271313907,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-6,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,9,9,http://localhost:3000/api/auth/login,2,0,1
1781271314104,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-1,text,false,,1100,167,9,9,http://localhost:3000/api/dashboard/stats,1,0,0
1781271314177,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,10,10,http://localhost:3000/api/auth/login,2,0,1
1781271314294,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,10,10,http://localhost:3000/api/auth/login,2,0,1
1781271314418,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-9,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,10,10,http://localhost:3000/api/auth/login,2,0,1
1781271314460,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-8,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,10,10,http://localhost:3000/api/auth/login,2,0,1
1781271314707,4,POST /api/auth/login,429,Too Many Requests,Load Generator 1-10,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,11,11,http://localhost:3000/api/auth/login,4,0,1
1781271314720,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-3,text,false,,1100,167,11,11,http://localhost:3000/api/dashboard/stats,1,0,0
1781271314814,3,POST /api/auth/login,429,Too Many Requests,Load Generator 1-7,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,12,12,http://localhost:3000/api/auth/login,3,0,2
1781271315225,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-2,text,false,,1100,167,13,13,http://localhost:3000/api/dashboard/stats,2,0,0
1781271315464,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-5,text,false,,1100,167,14,14,http://localhost:3000/api/dashboard/stats,1,0,0
1781271315524,3,POST /api/auth/login,429,Too Many Requests,Load Generator 1-11,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,14,14,http://localhost:3000/api/auth/login,3,0,1
1781271315688,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-6,text,false,,1100,167,15,15,http://localhost:3000/api/dashboard/stats,2,0,0
1781271315691,2,GET /api/inventory,401,Unauthorized,Load Generator 1-3,text,false,,1100,161,15,15,http://localhost:3000/api/inventory,2,0,0
1781271315932,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-9,text,false,,1100,167,15,15,http://localhost:3000/api/dashboard/stats,2,0,0
1781271316027,1,GET /api/inventory,401,Unauthorized,Load Generator 1-1,text,false,,1100,161,16,16,http://localhost:3000/api/inventory,1,0,0
1781271316028,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-4,text,false,,1100,167,16,16,http://localhost:3000/api/dashboard/stats,1,0,0
1781271316037,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-11,text,false,,1100,167,16,16,http://localhost:3000/api/dashboard/stats,1,0,0
1781271316181,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-10,text,false,,1100,167,16,16,http://localhost:3000/api/dashboard/stats,1,0,0
1781271316298,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-8,text,false,,1100,167,17,17,http://localhost:3000/api/dashboard/stats,1,0,0
1781271316408,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-12,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,17,17,http://localhost:3000/api/auth/login,2,0,1
1781271316423,3,POST /api/auth/login,429,Too Many Requests,Load Generator 1-14,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,17,17,http://localhost:3000/api/auth/login,3,0,1
1781271316426,1,GET /api/customers,401,Unauthorized,Load Generator 1-3,text,false,,1100,161,17,17,http://localhost:3000/api/customers,1,0,0
1781271316554,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-7,text,false,,1100,167,17,17,http://localhost:3000/api/dashboard/stats,1,0,0
1781271316770,1,GET /api/inventory,401,Unauthorized,Load Generator 1-11,text,false,,1100,161,18,18,http://localhost:3000/api/inventory,1,0,0
1781271316816,1,GET /api/inventory,401,Unauthorized,Load Generator 1-9,text,false,,1100,161,18,18,http://localhost:3000/api/inventory,1,0,0
1781271316844,2,GET /api/inventory,401,Unauthorized,Load Generator 1-5,text,false,,1100,161,18,18,http://localhost:3000/api/inventory,2,0,0
1781271316932,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-13,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,19,19,http://localhost:3000/api/auth/login,2,0,1
1781271316937,1,GET /api/inventory,401,Unauthorized,Load Generator 1-6,text,false,,1100,161,19,19,http://localhost:3000/api/inventory,1,0,0
1781271316950,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-15,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,19,19,http://localhost:3000/api/auth/login,2,0,1
1781271317052,1,POST /api/auth/login,429,Too Many Requests,Load Generator 1-17,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,19,19,http://localhost:3000/api/auth/login,1,0,0
1781271317067,1,GET /api/inventory,401,Unauthorized,Load Generator 1-10,text,false,,1100,161,19,19,http://localhost:3000/api/inventory,1,0,0
1781271317105,2,GET /api/inventory,401,Unauthorized,Load Generator 1-2,text,false,,1100,161,19,19,http://localhost:3000/api/inventory,2,0,0
1781271317106,1,GET /api/inventory,401,Unauthorized,Load Generator 1-4,text,false,,1100,161,19,19,http://localhost:3000/api/inventory,1,0,0
1781271317133,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-14,text,false,,1100,167,19,19,http://localhost:3000/api/dashboard/stats,1,0,0
1781271317368,1,GET /api/customers,401,Unauthorized,Load Generator 1-1,text,false,,1100,161,20,20,http://localhost:3000/api/customers,1,0,0
1781271317453,1,POST /api/auth/login,429,Too Many Requests,Load Generator 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,20,20,http://localhost:3000/api/auth/login,1,0,0
1781271317473,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-18,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,21,21,http://localhost:3000/api/auth/login,2,0,1
1781271317475,1,GET /api/inventory,401,Unauthorized,Load Generator 1-7,text,false,,1100,161,21,21,http://localhost:3000/api/inventory,1,0,0
1781271317484,1,GET /api/customers,401,Unauthorized,Load Generator 1-5,text,false,,1100,161,21,21,http://localhost:3000/api/customers,1,0,0
1781271317568,3,POST /api/auth/login,429,Too Many Requests,Load Generator 1-19,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,21,21,http://localhost:3000/api/auth/login,3,0,2
1781271317726,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-12,text,false,,1100,167,21,21,http://localhost:3000/api/dashboard/stats,1,0,0
1781271317922,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-15,text,false,,1100,167,22,22,http://localhost:3000/api/dashboard/stats,1,0,0
1781271317937,1,GET /api/inventory,401,Unauthorized,Load Generator 1-14,text,false,,1100,161,22,22,http://localhost:3000/api/inventory,1,0,0
1781271317937,1,GET /api/customers,401,Unauthorized,Load Generator 1-11,text,false,,1100,161,22,22,http://localhost:3000/api/customers,1,0,0
1781271317961,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-16,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,22,22,http://localhost:3000/api/auth/login,2,0,1
1781271317980,1,GET /api/customers,401,Unauthorized,Load Generator 1-2,text,false,,1100,161,22,22,http://localhost:3000/api/customers,1,0,0
1781271317997,1,GET /api/inventory,401,Unauthorized,Load Generator 1-8,text,false,,1100,161,22,22,http://localhost:3000/api/inventory,1,0,0
1781271318102,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-3,text,false,,1100,167,23,23,http://localhost:3000/api/dashboard/stats,1,0,0
1781271318194,1,POST /api/auth/login,429,Too Many Requests,Load Generator 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,23,23,http://localhost:3000/api/auth/login,1,0,0
1781271318267,1,GET /api/customers,401,Unauthorized,Load Generator 1-4,text,false,,1100,161,23,23,http://localhost:3000/api/customers,1,0,0
1781271318351,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-17,text,false,,1100,167,23,23,http://localhost:3000/api/dashboard/stats,1,0,0
1781271318386,1,GET /api/customers,401,Unauthorized,Load Generator 1-6,text,false,,1100,161,24,24,http://localhost:3000/api/customers,1,0,0
1781271318417,1,GET /api/customers,401,Unauthorized,Load Generator 1-9,text,false,,1100,161,24,24,http://localhost:3000/api/customers,1,0,0
1781271318436,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-13,text,false,,1100,167,24,24,http://localhost:3000/api/dashboard/stats,2,0,0
1781271318641,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-22,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,24,24,http://localhost:3000/api/auth/login,2,0,1
1781271318690,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-20,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,25,25,http://localhost:3000/api/auth/login,2,0,1
1781271318726,1,GET /api/inventory,401,Unauthorized,Load Generator 1-3,text,false,,1100,161,25,25,http://localhost:3000/api/inventory,1,0,0
1781271318785,1,GET /api/customers,401,Unauthorized,Load Generator 1-7,text,false,,1100,161,25,25,http://localhost:3000/api/customers,1,0,0
1781271318814,2,GET /api/customers,401,Unauthorized,Load Generator 1-8,text,false,,1100,161,25,25,http://localhost:3000/api/customers,2,0,0
1781271318888,1,GET /api/inventory,401,Unauthorized,Load Generator 1-15,text,false,,1100,161,25,25,http://localhost:3000/api/inventory,1,0,0
1781271319005,1,GET /api/customers,401,Unauthorized,Load Generator 1-10,text,false,,1100,161,26,26,http://localhost:3000/api/customers,1,0,0
1781271319128,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-16,text,false,,1100,167,26,26,http://localhost:3000/api/dashboard/stats,1,0,0
1781271319175,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-18,text,false,,1100,167,26,26,http://localhost:3000/api/dashboard/stats,1,0,0
1781271319187,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-25,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,26,26,http://localhost:3000/api/auth/login,2,0,1
1781271319287,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-9,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,27,27,http://localhost:3000/api/auth/login,2,0,0
1781271319321,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-21,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,27,27,http://localhost:3000/api/auth/login,2,0,1
1781271319323,1,POST /api/auth/login,429,Too Many Requests,Load Generator 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,27,27,http://localhost:3000/api/auth/login,1,0,0
1781271319344,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-19,text,false,,1100,167,27,27,http://localhost:3000/api/dashboard/stats,1,0,0
1781271319366,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-20,text,false,,1100,167,27,27,http://localhost:3000/api/dashboard/stats,1,0,0
1781271319372,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-22,text,false,,1100,167,27,27,http://localhost:3000/api/dashboard/stats,2,0,0
1781271319374,1,GET /api/inventory,401,Unauthorized,Load Generator 1-12,text,false,,1100,161,27,27,http://localhost:3000/api/inventory,1,0,0
1781271319398,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,27,27,http://localhost:3000/api/auth/login,2,0,0
1781271319426,3,POST /api/auth/login,429,Too Many Requests,Load Generator 1-23,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,27,27,http://localhost:3000/api/auth/login,3,0,2
1781271319441,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-11,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,27,27,http://localhost:3000/api/auth/login,2,0,0
1781271319564,2,GET /api/inventory,401,Unauthorized,Load Generator 1-13,text,false,,1100,161,27,27,http://localhost:3000/api/inventory,2,0,0
1781271319572,1,POST /api/auth/login,429,Too Many Requests,Load Generator 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,28,28,http://localhost:3000/api/auth/login,1,0,0
1781271319671,2,GET /api/customers,401,Unauthorized,Load Generator 1-14,text,false,,1100,161,28,28,http://localhost:3000/api/customers,1,0,0
1781271319771,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-6,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,28,28,http://localhost:3000/api/auth/login,2,0,0
1781271319904,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-1,text,false,,1100,167,29,29,http://localhost:3000/api/dashboard/stats,2,0,0
1781271319940,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-24,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,29,29,http://localhost:3000/api/auth/login,2,0,1
1781271320131,2,GET /api/customers,401,Unauthorized,Load Generator 1-15,text,false,,1100,161,29,29,http://localhost:3000/api/customers,2,0,0
1781271320144,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-25,text,false,,1100,167,29,29,http://localhost:3000/api/dashboard/stats,1,0,0
1781271320155,1,GET /api/inventory,401,Unauthorized,Load Generator 1-16,text,false,,1100,161,29,29,http://localhost:3000/api/inventory,1,0,0
1781271320177,1,POST /api/auth/login,429,Too Many Requests,Load Generator 1-7,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,30,30,http://localhost:3000/api/auth/login,1,0,0
1781271320186,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-27,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,30,30,http://localhost:3000/api/auth/login,2,0,1
1781271320187,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-4,text,false,,1100,167,30,30,http://localhost:3000/api/dashboard/stats,1,0,0
1781271320241,2,GET /api/inventory,401,Unauthorized,Load Generator 1-18,text,false,,1100,161,30,30,http://localhost:3000/api/inventory,2,0,0
1781271320269,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-8,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,30,30,http://localhost:3000/api/auth/login,2,0,0
1781271320295,2,GET /api/inventory,401,Unauthorized,Load Generator 1-17,text,false,,1100,161,30,30,http://localhost:3000/api/inventory,2,0,0
1781271320337,1,GET /api/customers,401,Unauthorized,Load Generator 1-13,text,false,,1100,161,30,30,http://localhost:3000/api/customers,1,0,0
1781271320419,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-9,text,false,,1100,167,30,30,http://localhost:3000/api/dashboard/stats,1,0,0
1781271320428,1,POST /api/auth/login,429,Too Many Requests,Load Generator 1-10,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,30,30,http://localhost:3000/api/auth/login,1,0,0
1781271320497,3,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-23,text,false,,1100,167,31,31,http://localhost:3000/api/dashboard/stats,3,0,0
1781271320537,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-2,text,false,,1100,167,31,31,http://localhost:3000/api/dashboard/stats,2,0,0
1781271320566,2,GET /api/customers,401,Unauthorized,Load Generator 1-12,text,false,,1100,161,31,31,http://localhost:3000/api/customers,2,0,0
1781271320568,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-28,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,31,31,http://localhost:3000/api/auth/login,2,0,1
1781271320623,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-26,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,31,31,http://localhost:3000/api/auth/login,2,0,0
1781271320633,2,GET /api/customers,401,Unauthorized,Load Generator 1-3,text,false,,1100,161,31,31,http://localhost:3000/api/customers,2,0,0
1781271320738,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-5,text,false,,1100,167,31,31,http://localhost:3000/api/dashboard/stats,2,0,0
1781271320767,1,GET /api/inventory,401,Unauthorized,Load Generator 1-22,text,false,,1100,161,32,32,http://localhost:3000/api/inventory,1,0,0
1781271320795,1,GET /api/inventory,401,Unauthorized,Load Generator 1-1,text,false,,1100,161,32,32,http://localhost:3000/api/inventory,1,0,0
1781271320830,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-7,text,false,,1100,167,32,32,http://localhost:3000/api/dashboard/stats,1,0,0
1781271320834,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-6,text,false,,1100,167,32,32,http://localhost:3000/api/dashboard/stats,1,0,0
1781271320836,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-21,text,false,,1100,167,32,32,http://localhost:3000/api/dashboard/stats,1,0,0
1781271320883,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-30,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,32,32,http://localhost:3000/api/auth/login,2,0,1
1781271320921,1,GET /api/inventory,401,Unauthorized,Load Generator 1-19,text,false,,1100,161,32,32,http://localhost:3000/api/inventory,1,0,0
1781271320954,1,POST /api/auth/login,429,Too Many Requests,Load Generator 1-14,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,32,32,http://localhost:3000/api/auth/login,1,0,0
1781271321021,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-24,text,false,,1100,167,32,32,http://localhost:3000/api/dashboard/stats,1,0,0
1781271321049,1,GET /api/inventory,401,Unauthorized,Load Generator 1-20,text,false,,1100,161,32,32,http://localhost:3000/api/inventory,1,0,0
1781271321101,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-11,text,false,,1100,167,33,33,http://localhost:3000/api/dashboard/stats,1,0,0
1781271321252,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-12,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,33,33,http://localhost:3000/api/auth/login,1,0,0
1781271321312,1,GET /api/customers,401,Unauthorized,Load Generator 1-22,text,false,,1100,161,33,33,http://localhost:3000/api/customers,1,0,0
1781271321316,2,GET /api/inventory,401,Unauthorized,Load Generator 1-23,text,false,,1100,161,33,33,http://localhost:3000/api/inventory,1,0,0
1781271321350,1,GET /api/inventory,401,Unauthorized,Load Generator 1-7,text,false,,1100,161,33,33,http://localhost:3000/api/inventory,1,0,0
1781271321484,1,GET /api/inventory,401,Unauthorized,Load Generator 1-25,text,false,,1100,161,34,34,http://localhost:3000/api/inventory,1,0,0
1781271321496,1,GET /api/customers,401,Unauthorized,Load Generator 1-17,text,false,,1100,161,34,34,http://localhost:3000/api/customers,1,0,0
1781271321536,1,GET /api/inventory,401,Unauthorized,Load Generator 1-6,text,false,,1100,161,34,34,http://localhost:3000/api/inventory,1,0,0
1781271321548,1,GET /api/inventory,401,Unauthorized,Load Generator 1-2,text,false,,1100,161,34,34,http://localhost:3000/api/inventory,1,0,0
1781271321609,1,POST /api/auth/login,429,Too Many Requests,Load Generator 1-13,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,34,34,http://localhost:3000/api/auth/login,1,0,0
1781271321655,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-14,text,false,,1100,167,34,34,http://localhost:3000/api/dashboard/stats,1,0,0
1781271321673,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-10,text,false,,1100,167,35,35,http://localhost:3000/api/dashboard/stats,1,0,0
1781271321706,1,GET /api/inventory,401,Unauthorized,Load Generator 1-9,text,false,,1100,161,35,35,http://localhost:3000/api/inventory,1,0,0
1781271321719,1,GET /api/customers,401,Unauthorized,Load Generator 1-18,text,false,,1100,161,35,35,http://localhost:3000/api/customers,1,0,0
1781271321725,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-29,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,35,35,http://localhost:3000/api/auth/login,1,0,1
1781271321801,1,GET /api/inventory,401,Unauthorized,Load Generator 1-4,text,false,,1100,161,35,35,http://localhost:3000/api/inventory,1,0,0
1781271321828,1,POST /api/auth/login,429,Too Many Requests,Load Generator 1-15,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,35,35,http://localhost:3000/api/auth/login,1,0,0
1781271321874,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-27,text,false,,1100,167,35,35,http://localhost:3000/api/dashboard/stats,1,0,0
1781271321904,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-12,text,false,,1100,167,35,35,http://localhost:3000/api/dashboard/stats,2,0,0
1781271321948,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-28,text,false,,1100,167,35,35,http://localhost:3000/api/dashboard/stats,1,0,0
1781271322063,2,GET /api/customers,401,Unauthorized,Load Generator 1-20,text,false,,1100,161,36,36,http://localhost:3000/api/customers,2,0,0
1781271322113,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-33,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,36,36,http://localhost:3000/api/auth/login,2,0,1
1781271322117,1,GET /api/customers,401,Unauthorized,Load Generator 1-16,text,false,,1100,161,36,36,http://localhost:3000/api/customers,1,0,0
1781271322127,1,GET /api/customers,401,Unauthorized,Load Generator 1-23,text,false,,1100,161,36,36,http://localhost:3000/api/customers,1,0,0
1781271322128,1,POST /api/auth/login,429,Too Many Requests,Load Generator 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,36,36,http://localhost:3000/api/auth/login,1,0,0
1781271322150,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-8,text,false,,1100,167,36,36,http://localhost:3000/api/dashboard/stats,2,0,0
1781271322160,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-26,text,false,,1100,167,36,36,http://localhost:3000/api/dashboard/stats,1,0,0
1781271322199,2,GET /api/customers,401,Unauthorized,Load Generator 1-2,text,false,,1100,161,36,36,http://localhost:3000/api/customers,2,0,0
1781271322212,1,GET /api/inventory,401,Unauthorized,Load Generator 1-21,text,false,,1100,161,36,36,http://localhost:3000/api/inventory,1,0,0
1781271322217,1,GET /api/customers,401,Unauthorized,Load Generator 1-1,text,false,,1100,161,36,36,http://localhost:3000/api/customers,1,0,0
1781271322268,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-31,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,37,37,http://localhost:3000/api/auth/login,1,0,0
1781271322289,1,GET /api/inventory,401,Unauthorized,Load Generator 1-5,text,false,,1100,161,37,37,http://localhost:3000/api/inventory,1,0,0
1781271322291,1,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-30,text,false,,1100,167,37,37,http://localhost:3000/api/dashboard/stats,1,0,0
1781271322355,2,GET /api/customers,401,Unauthorized,Load Generator 1-6,text,false,,1100,161,37,37,http://localhost:3000/api/customers,2,0,0
1781271322376,1,GET /api/inventory,401,Unauthorized,Load Generator 1-27,text,false,,1100,161,37,37,http://localhost:3000/api/inventory,1,0,0
1781271322392,1,GET /api/inventory,401,Unauthorized,Load Generator 1-14,text,false,,1100,161,37,37,http://localhost:3000/api/inventory,1,0,0
1781271322394,1,POST /api/auth/login,429,Too Many Requests,Load Generator 1-34,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,37,37,http://localhost:3000/api/auth/login,1,0,1
1781271322543,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-35,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,37,37,http://localhost:3000/api/auth/login,2,0,1
1781271322575,1,GET /api/customers,401,Unauthorized,Load Generator 1-9,text,false,,1100,161,38,38,http://localhost:3000/api/customers,1,0,0
1781271322575,2,GET /api/dashboard/stats,401,Unauthorized,Load Generator 1-15,text,false,,1100,167,38,38,http://localhost:3000/api/dashboard/stats,2,0,0
1781271322634,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-32,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,38,38,http://localhost:3000/api/auth/login,2,0,1
1781271322649,2,GET /api/inventory,401,Unauthorized,Load Generator 1-11,text,false,,1100,161,38,38,http://localhost:3000/api/inventory,2,0,0
1781271322666,2,GET /api/customers,401,Unauthorized,Load Generator 1-4,text,false,,1100,161,38,38,http://localhost:3000/api/customers,2,0,0
1781271322678,1,GET /api/customers,401,Unauthorized,Load Generator 1-25,text,false,,1100,161,38,38,http://localhost:3000/api/customers,1,0,0
1781271322727,1,GET /api/customers,401,Unauthorized,Load Generator 1-7,text,false,,1100,161,38,38,http://localhost:3000/api/customers,1,0,0
1781271322771,2,POST /api/auth/login,429,Too Many Requests,Load Generator 1-36,text,false,"Test failed: code expected to equal /

****** received  : [[[429]]]

****** comparison: [[[200]]]

/",1149,251,38,38,http://localhost:3000/api/auth/login,2,0,1
